objectid,parentid,title,creator,date,archival date,description,site number,subject,location,latitude,longitude,source,identifier,type,format original,format,language,rights,rightsstatement,finding aid,display_template,filename,object_location,image_small,image_thumb
latahsites0031,,Colters Creek Winery ,,,,"This is the home of Juliaetta’s first pharmacy and the first telephone switchboard. In 1931–32 it was converted into a school. It served as an automotive garage in the late 1930s. In the 1940–1960s era, it became a café. Recently, it served as Juliaetta’s popular Colter’s Creek Winery.",18,Pharmacy; winery; school,"Juliaetta, Idaho",46.57806712,116.7062988,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/colters-creek-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/colters-creek-2_th.jpg
latahsites0031a,latahsites0031,Colters Creek Winery [01],"Nielsen, Cameron",2023,2023,,18,,,,,,colters-creek-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,colters-creek-2.jpg,https://objects.lib.uidaho.edu/latahsites/colters-creek-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/colters-creek-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/colters-creek-2_th.jpg
latahsites0032,,Foster Sanitorium ,,,,"This building was constructed by Dr. Robert Foster, Sr. as his residence in 1903. It portrays a French Colonial style influenced by elements from the American South. He began his School of Healing here and trained numerous healers. He became famous for his cure for skin cancer. Juliaetta thrived while Dr. Foster practiced here. The building is a private residence today.",21,Buildings; colonial; architecture,"Juliaetta, Idaho",46.5799272,-116.7070514,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/foster-sanitorium-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/foster-sanitorium-2_th.jpg
latahsites0032a,latahsites0032,Foster Sanitorium [01],"Nielsen, Cameron",2023,2023,,21,,,,,,foster-sanitorium-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,foster-sanitorium-2.jpg,https://objects.lib.uidaho.edu/latahsites/foster-sanitorium-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/foster-sanitorium-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/foster-sanitorium-2_th.jpg
latahsites0032b,latahsites0032,Foster Sanitorium [02],"Porter, A.",,undated,"Historic image of the Foster Sanitorium in Juliaetta, ID.",21,,,,,"Latah County Historical Society, Moscow, ID",99-06-006,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,9-6-006.jpg,https://objects.lib.uidaho.edu/latahsites/9-6-006.jpg,https://objects.lib.uidaho.edu/latahsites/small/9-6-006_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/9-6-006_th.jpg
latahsites0033,,Fraternal Temple and Kendrick Museum,,,,"This building was constructed in 1905 by three fraternal organizations. It consists of two levels in the front of the building and four levels in the rear. The upper portion was used for fraternal meetings and dances. It now houses the Kendrick Museum, available for tours. The lower level was a retail outlet for many years and is now a Community Center and home of the Grange. Established in 2015, the museum contains a timeline, artifacts and furnishings from 1880– 1950, including pictorial displays and a research center. Open by appointment 208-289-4622.",23,Museum; Community center; architecture,"Kendrick, Idaho",46.6142792,-116.6499622,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/fraternal-temple-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/fraternal-temple-2_th.jpg
latahsites0033a,latahsites0033,Fraternal Temple and Kendrick Museum [01],"Nielsen, Cameron",2023,2023,,23,,,,,,fraternal-temple-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,fraternal-temple-2.jpg,https://objects.lib.uidaho.edu/latahsites/fraternal-temple-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/fraternal-temple-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/fraternal-temple-2_th.jpg
latahsites0033b,latahsites0033,Fraternal Temple and Kendrick Museum [02],,,undated,"Historic image of the Fraternal Temple, which now houses the Kendrick Museum.",23,,,,,"Latah County Historical Society, Moscow, ID",10-03-033,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,10-3-033.jpg,https://objects.lib.uidaho.edu/latahsites/10-3-033.jpg,https://objects.lib.uidaho.edu/latahsites/small/10-3-033_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/10-3-033_th.jpg
latahsites0033c,latahsites0033,Fraternal Temple and Kendrick Museum [03],"Nielsen, Cameron",2023,2023,,22,,,,,,kendrick-museum-4,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,kendrick-museum-4.jpg,https://objects.lib.uidaho.edu/latahsites/kendrick-museum-4.jpg,https://objects.lib.uidaho.edu/latahsites/small/kendrick-museum-4_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/kendrick-museum-4_th.jpg
latahsites0034,,Hardware Brewing,,,,"The Alexander Building has hosted a variety of businesses since its construction in the earliest days of Kendrick. It has housed the Farmers' Bank, a hardware store, and currently houses the post office. The Hardware Brewery is a popular eating establishment.",26,Brewery; restaurant; bank ,"Kendrick, Idaho",46.61396791,-116.6494734,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/hardware-brewery-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/hardware-brewery-3_th.jpg
latahsites0034a,latahsites0034,Hardware Brewing [01],"Nielsen, Cameron",2023,2023,,26,,,,,,hardware-brewery-3,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,hardware-brewery-3.jpg,https://objects.lib.uidaho.edu/latahsites/hardware-brewery-3.jpg,https://objects.lib.uidaho.edu/latahsites/small/hardware-brewery-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/hardware-brewery-3_th.jpg
latahsites0034b,latahsites0034,Hardware Brewing [02],,,undated,"Historic image of the Kendrick Store Co., now Hardware Brewing.",26,,,,,"Latah County Historical Society, Moscow, ID",10-03-049,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,10-3-049.jpg,https://objects.lib.uidaho.edu/latahsites/10-3-049.jpg,https://objects.lib.uidaho.edu/latahsites/small/10-3-049_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/10-3-049_th.jpg
latahsites0035,,Kendrick Downtown Historic District,,,,"When fires destroyed Kendrick in 1892 and 1904, it was determined that all future buildings would be brick. What you see in Kendrick’s Downtown Historic District are buildings that were constructed after the 1904 fire. The majority were constructed from Kendrick’s own brick factory. You will see unique turn-of-the-century architecture here.",24,Buildings; architecture; downtown,"Kendrick, Idaho",46.61425164,-116.650627,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/kendrick-downtown-6_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/kendrick-downtown-6_th.jpg
latahsites0035a,latahsites0035,Kendrick Downtown Historic District [01],"Nielsen, Cameron",2023,2023,,24,,,,,,kendrick-downtown-6,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,kendrick-downtown-6.jpg,https://objects.lib.uidaho.edu/latahsites/kendrick-downtown-6.jpg,https://objects.lib.uidaho.edu/latahsites/small/kendrick-downtown-6_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/kendrick-downtown-6_th.jpg
latahsites0035b,latahsites0035,Kendrick Downtown Historic District [02],"Nielsen, Cameron",2023,2023,,24,,,,,,kendrick-downtown-7,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,kendrick-downtown-7.jpg,https://objects.lib.uidaho.edu/latahsites/kendrick-downtown-7.jpg,https://objects.lib.uidaho.edu/latahsites/small/kendrick-downtown-7_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/kendrick-downtown-7_th.jpg
latahsites0035c,latahsites0035,Kendrick Downtown Historic District [03],,1910,1900-1910,Early 1900s image looking east at Main Street in Kendrick.,24,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",PG90_04_121,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,PG90_04_121.jpg,https://objects.lib.uidaho.edu/latahsites/PG90_04_121.jpg,https://objects.lib.uidaho.edu/latahsites/small/pg90_04_121_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/pg90_04_121_th.jpg
