objectid,parentid,title,creator,location,latitude,longitude,date,description,subject,source,transcriber,type,format,language,identifier,rights,rightsstatement,display_template,filename,object_transcript,image_small,image_thumb,object_location,image_alt_text
sakaino119,sakaino117,"April 28, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-071,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-071.jpg,/objects/mg387_1_7-071a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-071_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-071_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-071.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino120,,"April 29, 1942 entry","Sakaino, Bunro","Fort Sill, OK",34.673024,-98.368511,1942-04-29,"April 29, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Fort Sill, Oklahoma.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-04-29,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-04-29.pdf,/objects/1942-04-29.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-04-29_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-04-29_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-04-29.pdf,
sakaino121,sakaino120,"April 29, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-071,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-071.jpg,/objects/mg387_1_7-071b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-071_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-071_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-071.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino122,sakaino120,"April 29, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-072,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-072.jpg,/objects/mg387_1_7-072a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-072_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-072_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-072.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino123,,"April 30, 1942 entry","Sakaino, Bunro","Fort Sill, OK",34.673024,-98.368511,1942-04-30,"April 30, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Fort Sill, Oklahoma.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-04-30,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-04-30.pdf,/objects/1942-04-30.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-04-30_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-04-30_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-04-30.pdf,
sakaino124,sakaino123,"April 30, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-072,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-072.jpg,/objects/mg387_1_7-072b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-072_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-072_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-072.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino125,,"May 1, 1942 entry","Sakaino, Bunro","Fort Sill, OK",34.673024,-98.368511,1942-05-01,"May 1, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Fort Sill, Oklahoma.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-05-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-05-01.pdf,/objects/1942-05-01.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-05-01_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-05-01_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-05-01.pdf,
sakaino126,sakaino125,"May 1, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-072,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-072.jpg,/objects/mg387_1_7-072c.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-072_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-072_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-072.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino127,sakaino125,"May 1, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-073,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-073.jpg,/objects/mg387_1_7-073a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-073_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-073_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-073.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino128,,"May 2, 1942 entry","Sakaino, Bunro","Fort Sill, OK",34.673024,-98.368511,1942-05-02,"May 2, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Fort Sill, Oklahoma.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-05-02,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-05-02.pdf,/objects/1942-05-02.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-05-02_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-05-02_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-05-02.pdf,
sakaino129,sakaino128,"May 2, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-073,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-073.jpg,/objects/mg387_1_7-073b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-073_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-073_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-073.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino130,,"May 3, 1942 entry","Sakaino, Bunro","Fort Sill, OK",34.673024,-98.368511,1942-05-03,"May 3, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Fort Sill, Oklahoma.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-05-03,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-05-03.pdf,/objects/1942-05-03.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-05-03_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-05-03_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-05-03.pdf,
sakaino131,sakaino130,"May 3, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-073,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-073.jpg,/objects/mg387_1_7-073c.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-073_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-073_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-073.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino132,sakaino130,"May 3, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-074,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-074.jpg,/objects/mg387_1_7-074.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-074_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-074_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-074.jpg,Lined notebook paper with handwritten Japanese text in ink
