title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),idaho_county,region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,cdm_url,cdmid,objectid,display_template,filename2,object_location,image_small,image_thumb,errors
"New Year's costume party, 1960 [4]",Woman dressed in costume sitting on sofa.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-004",99-266-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669838588,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/730,730,spec_kl730,image,spec_kl730.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl730.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl730_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl730_th.jpg,
"New Year's costume party, 1960 [5]",Group dressed in costumes are gathered for a photo at the Laughlin house.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-005",99-266-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840422,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/731,731,spec_kl731,image,spec_kl731.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl731.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl731_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl731_th.jpg,
"New Year's costume party, 1960 [6]",Two people are dressed in costumes for a party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-006",99-266-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669838555,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/732,732,spec_kl732,image,spec_kl732.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl732.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl732_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl732_th.jpg,
"New Year's costume party, 1960 [7]",Close up picture of a woman's headdress for the costume party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-008",99-266-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840384,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/733,733,spec_kl733,image,spec_kl733.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl733.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl733_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl733_th.jpg,
"New Year's costume party, 1960 [8]",Two persons pose for a picture dressed for a costume party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-009",99-266-009,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840463,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/734,734,spec_kl734,image,spec_kl734.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl734.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl734_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl734_th.jpg,
"New Year's costume party, 1960 [9]",Two people sitting on sofa dressed in costumes for a party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-010",99-266-010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840359,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/735,735,spec_kl735,image,spec_kl735.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl735.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl735_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl735_th.jpg,
"New Year's costume party, 1960 [10]",People dancing at a costume party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-011",99-266-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669838548,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/736,736,spec_kl736,image,spec_kl736.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl736.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl736_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl736_th.jpg,
"New Year's costume party, 1960 [11]",People dancing at a costume party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-012",99-266-012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669838562,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/737,737,spec_kl737,image,spec_kl737.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl737.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl737_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl737_th.jpg,
"New Year's costume party, 1960 [12]",People standing around the refreshments table at a costume party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 267, Negative 99-267-001",99-267-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669838601,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/738,738,spec_kl738,image,spec_kl738.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl738.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl738_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl738_th.jpg,
"New Year's costume party, 1960 [13]",People dancing at a costume party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 267, Negative 99-267-002",99-267-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669842473,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/739,739,spec_kl739,image,spec_kl739.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl739.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl739_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl739_th.jpg,
