objectid,parentid,display_template,title,presenter,event,date,description,bio,media_type,item_number,event_type,creator,publisher_digital,source,identifier,format_original,format,type,rights,rightsstatement,subject,language,youtubeid,filename,object_location,image_small,image_thumb
turning372,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  47",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  47 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,47,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_47,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning372.jpg,https://objects.lib.uidaho.edu/turningwheel/turning372.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning372_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning372_th.jpg
chaney,,event,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor,Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,"Used wheel metaphor to explore political and social connections. Hub represents 'us' (individuals, communities, nations), spokes symbolize experiences and connections across generations, and rim represents 'wholeness of being' and collective impacts. Focus on 'life's journeys, incremental destinations, and traveling companions.'","Nancy Chaney was elected Mayor of Moscow in 2005. She has degrees in Nursing and Psychology (Undergraduate, Boise State), Environmental Science (Masters, University of Idaho). Her professional background includes nurse, archaeologist, administrative assistant, small business owner. She is a partner in Veterinary Ophthalmic Specialties, Inc. Married to Gary Bryan, Professor Emeritus from Washington State University, with five stepchildren and ten grandchildren.",,,Colloquium Talk,Nancy Chaney,,,,,,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,eng,,,,https://objects.lib.uidaho.edu/turningwheel/small/turning395_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning395_th.jpg
turning395,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  1",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  1 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Rodney Frey and Nancy Chaney.,,Photograph,1,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_01,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning395.jpg,https://objects.lib.uidaho.edu/turningwheel/turning395.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning395_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning395_th.jpg
turning396,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  2",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,"Photograph  2 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Rodney Frey introduces Nancy Chaney, who is seated lower left.",,Photograph,2,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_02,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning396.jpg,https://objects.lib.uidaho.edu/turningwheel/turning396.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning396_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning396_th.jpg
turning397,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  3",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  3 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,3,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_03,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning397.jpg,https://objects.lib.uidaho.edu/turningwheel/turning397.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning397_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning397_th.jpg
turning398,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  4",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  4 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,4,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_04,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning398.jpg,https://objects.lib.uidaho.edu/turningwheel/turning398.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning398_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning398_th.jpg
turning400,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  6",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  6 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,6,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_06,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning400.jpg,https://objects.lib.uidaho.edu/turningwheel/turning400.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning400_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning400_th.jpg
turning402,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  5",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  5 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,5,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_05,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning402.jpg,https://objects.lib.uidaho.edu/turningwheel/turning402.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning402_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning402_th.jpg
turning403,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  7",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  7 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,7,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_07,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning403.jpg,https://objects.lib.uidaho.edu/turningwheel/turning403.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning403_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning403_th.jpg
turning404,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  8",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  8 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,8,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_08,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning404.jpg,https://objects.lib.uidaho.edu/turningwheel/turning404.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning404_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning404_th.jpg
turning405,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  9",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  9 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,9,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_09,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning405.jpg,https://objects.lib.uidaho.edu/turningwheel/turning405.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning405_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning405_th.jpg
turning406,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  10",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  10 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,10,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_10,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning406.jpg,https://objects.lib.uidaho.edu/turningwheel/turning406.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning406_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning406_th.jpg
turning407,chaney,image,"Nancy Chaney, Colloquium Talk - Turning of the Wheel, Photograph  11",Nancy Chaney,Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor.,2012-04-10,Photograph  11 of Nancy Chaney's Colloquium Talk 'Adventures of time and space travel aboard an amazing machine: The wheel as political metaphor..' Nancy Chaney is an alumnus of University of Idaho and Mayor of Moscow. Pictured: Nancy Chaney.,,Photograph,11,Colloquium Talk,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",chaney_11,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning407.jpg,https://objects.lib.uidaho.edu/turningwheel/turning407.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning407_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning407_th.jpg
