objectid,title,description,date,date is approximate?,creator,subject,latitude,longitude,donor,digital collection,source,finding aid,identifier,rights,rightsstatement,format original,type,format,language,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
priestlake256,Nell Shipman and son Barry,"Nell Shipman and son, Barry, with a dog sled.",1922,y,,dog sleds;winter;snow;dogs,48.744456,-116.832615,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-10-03,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/256,256,33.jp2,/priestlake/image/33.jp2,image,priestlake256.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake256.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake256_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake256_th.jpg,""
priestlake278,Nell Shipman feeding a bear,Nell Shipman feeding a black bear.,1922,y,,people;black bear;bears;feeding,48.744466,-116.832666,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-10-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/278,278,35.jp2,/priestlake/image/35.jp2,image,priestlake278.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake278.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake278_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake278_th.jpg,""
priestlake236,Nell Shipman on barge,Nell Shipman on barge with animals. Donated by Viv Beardmore through Priest Lake Museum.,1922,y,,barges;docks;animals,48.482334,-116.84858,Viv Beardmore through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-20,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/236,236,311.jp2,/priestlake/image/311.jp2,image,priestlake236.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake236.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake236_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake236_th.jpg,""
priestlake89,Nell Shipman's cabin,Exterior view of Nell Shipman's cabin. Donated by Harriet (Klein) Allen via Priest Lake Museum.,1921,y,,cabins (houses);exterior;log cabin,48.745061,-116.833227,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-48,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/89,89,18.jp2,/priestlake/image/18.jp2,image,priestlake89.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake89.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake89_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake89_th.jpg,""
priestlake313,Nell Shipman's sled dogs,Nell Shipman's sled dogs in a stockade. Donated by U of I Library through Priest Lake Museum,1922,y,,dogs;sledding;sled dogs,48.744637,-116.842282,U of I Library through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-10-06,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/313,313,39.jp2,/priestlake/image/39.jp2,image,priestlake313.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake313.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake313_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake313_th.jpg,""
priestlake157,New Leonard Paul store,A man stands in front of the new Leonard Paul store while it is under construction. Donated by Marjorie Paul Roberts via Priest Lake Museum.,1926,y,,workers;construction;store;buildings,48.483546,-116.845246,Marjorie Paul Roberts via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-43,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/157,157,240.jp2,/priestlake/image/240.jp2,image,priestlake157.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake157.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake157_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake157_th.jpg,""
priestlake154,New Leonard Paul store under construction,"Taken from hill behind, shows new Leonard Paul store under construction. Also shows Priest Lake. Coolin, Idaho. Donated by Marjorie Paul Roberts via Priest Lake Museum.",1926,y,,houses;lakes (bodies of water);construction;storefront,48.483551,-116.847389,Marjorie Paul Roberts via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-42,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/154,154,238.jp2,/priestlake/image/238.jp2,image,priestlake154.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake154.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake154_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake154_th.jpg,""
priestlake54,Nordman Bar,Interior view of Nordman Bar. Six people stand around the bar. Donated by Mike Winslow through Priest Lake Museum.,1936,y,,interior spaces;bars;bar;town,48.635298,-116.945998,Mike Winslow through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-18-04,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/54,54,148.jp2,/priestlake/image/148.jp2,image,priestlake54.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake54.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake54_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake54_th.jpg,""
priestlake205,Nordman Cash Store,"Exterior of Nordman Cash Store. Nordman, Idaho. Donated by Dorothy Bruno through Priest Lake Museum.",1949,,,general stores;exteriors;service stations,48.63333,-116.94633,Dorothy Bruno through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-04-02,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/205,205,284.jp2,/priestlake/image/284.jp2,image,priestlake205.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake205.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake205_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake205_th.jpg,""
priestlake206,Nordman Club [1],"Exterior of the Nordman Club in Nordman, Idaho. Donated by Dorothy Bruno through Priest Lake Museum.",1949,,,exteriors;bar;buildings,48.633928,-116.946028,Dorothy Bruno through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-04-03,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/206,206,285.jp2,/priestlake/image/285.jp2,image,priestlake206.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake206.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake206_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake206_th.jpg,""
