file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,idaho_county,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,rightsstatement,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
,Spike Camp Steamboat Inspection Reports 1941,,"A variety of inspection reports from 1940 for Spike CCC Camp, Steamboat.",1940,,,,administrative reports,Museum of North Idaho,Steamboat Creek,Shoshone County,47.6654,-116.1546,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BeautyBayIR_1940_Steamboat,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/461,461,462.pdf,/cccidaho/image/462.pdf,cccidaho461,pdf,cccidaho461.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho461.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho461_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho461_th.jpg,
,Wolf Lodge Inspection Reports 1938,,"A variety of inspection reports from 1938 for Wolf Lodge CCC Camp, F-182",1938,,F-182,C-1249,administrative reports,Museum of North Idaho,Wolf Lodge Bay; Lake Coeur d'Alene,Kootenai County,47.6189,-116.6775,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BeautyBayIR_1938_F182,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/462,462,463.pdf,/cccidaho/image/463.pdf,cccidaho462,pdf,cccidaho462.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho462.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho462_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho462_th.jpg,
,Beaver Creek Inspection Reports,,"A variety of inspection reports from 1934-1935 for Beaver Creek CCC Camp, F-133.",1935,,F-133,C-551,administrative reports,Museum of North Idaho,Beaver Creek; Little Nork Fork Coeur d'Alene River,Kootenai County,47.7876,-116.5108,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BeaverCreekIR_F133,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/463,463,464.pdf,/cccidaho/image/464.pdf,cccidaho463,pdf,cccidaho463.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho463.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho463_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho463_th.jpg,
,Wolf Lodge Inspection Reports 1941,,"A variety of inspection reports from 1941 for Wolf Lodge CCC Camp, F-182. Also included is an evaluation of the education program at the camp and a training program sheet filled out in December of 1940.",1941,,F-182,C-1249,administrative reports,Museum of North Idaho,Wolf Lodge Bay; Lake Coeur d'Alene,Kootenai County,47.6189,-116.6775,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BeautyBayIR_1941_F182,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/464,464,465.pdf,/cccidaho/image/465.pdf,cccidaho464,pdf,cccidaho464.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho464.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho464_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho464_th.jpg,
,Big Creek #2 Inspection Reports 1934-1936,,"A variety of inspection reports from 1934 through 1936 for Big Creek #2 CCC Camp, F-132.",1934,y,F-132,C-531,administrative reports,Museum of North Idaho,Big Creek CCC Camp,Shoshone County,47.5161,-116.0671,Document,Idaho Civilian Conservation Corps,application/pdf,BigCreek2IR_1934-36_F132,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/465,465,466.pdf,/cccidaho/image/466.pdf,cccidaho465,pdf,cccidaho465.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho465.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho465_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho465_th.jpg,
,Big Creek #1 Inspection Reports 1935,,"A variety of inspection reports from 1935 for Big Creek #1 CCC Camp, F-131.",1935,,F-131,C-1508,administrative reports,Museum of North Idaho,Big Creek CCC Camp,Shoshone County,47.5161,-116.0671,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BigCreek1IR_1935_F131,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/466,466,467.pdf,/cccidaho/image/467.pdf,cccidaho466,pdf,cccidaho466.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho466.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho466_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho466_th.jpg,
,Spike Camp Bunko Ranger Station Inspection Report 1937,,"An inspection report from 1937 for Spike CCC Camp, Bunko Ranger Station.",1937,,,C-558,administrative reports,Museum of North Idaho,Bunco Ranger Station; Bunco Road; Coeur d'Alene National Forest,Bonner County,47.9076,-116.4843,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BigCreek2IR_1936-38_BunkoRS,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/467,467,468.pdf,/cccidaho/image/468.pdf,cccidaho467,pdf,cccidaho467.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho467.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho467_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho467_th.jpg,
,Spike Camp Latour Creek Inspection Reports 1936,,"A variety of inspection reports from 1936 for Spike CCC Camp, Latour Creek.",1936,,,C-531,administrative reports,Museum of North Idaho,Latour Creek; Old Mission State Park,Kootenai County,47.5479,-116.3592,Document,Idaho Civilian Conservation Corps,application/pdf,BigCreek2IR_1934-36_LatourCr,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/468,468,469.pdf,/cccidaho/image/469.pdf,cccidaho468,pdf,cccidaho468.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho468.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho468_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho468_th.jpg,
,Spike Camp Mullan Inspection Reports 1938,,"Two inspection reports from 1938 for Spike CCC Camp, Mullan.",1938,,,C-531,administrative reports,Museum of North Idaho,"Mullan, Idaho",Shoshone County,47.4684,-115.7961,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BigCreek2IR_1936-38_Mullan,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/469,469,470.pdf,/cccidaho/image/470.pdf,cccidaho469,pdf,cccidaho469.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho469.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho469_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho469_th.jpg,
,Big Creek #2 Inspection Reports 1936-1938,,"A variety of inspection reports and correspondence, regarding those reports, from 1936 through 1938 for Big Creek #2 CCC Camp, F-132.",1936,y,F-132,C-531,administrative reports; commercial correspondence,Museum of North Idaho,Big Creek CCC Camp,Shoshone County,47.5161,-116.0671,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BigCreek2IR_1936-38_F132,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/470,470,471.pdf,/cccidaho/image/471.pdf,cccidaho470,pdf,cccidaho470.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho470.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho470_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho470_th.jpg,
,Spike Camp Shoshone Park Inspection Report Letter 1938,,"A letter of correspondence regarding an inspection report from 1938 for CCC Spike Camp, Shoshone Park. The Inspection Report has not been included.",1938,,,,commercial correspondence,Museum of North Idaho,Shoshone Park,Shoshone County,47.5428,-116.2263,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_BigCreek2IR_1936-38_ShoshonePark,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/471,471,472.pdf,/cccidaho/image/472.pdf,cccidaho471,pdf,cccidaho471.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho471.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho471_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho471_th.jpg,
,Christmas Publications,,"A compilation of several different Christmas postcards, rosters, menus, and other documents from CCC Camps Kalispell Creek, F-102, C-281; Beauty Bay, F-182, C-967; Peone, SCS-2, C-4795; Willow Creek, F-188, C-2524; Cataldo, F-114, C-967; and Blow Down #2, F-159, C-4762. From years 1934-1936.",1934,y,F-102; F-182; SCS-2; F-188; F-114; F-159,C-281; C-967; C-4795; C-2524; C-967; C-4762,postcards; rosters; menus,Museum of North Idaho,"Pinehurst, Idaho",Shoshone County,,,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_Christmas,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/472,472,473.pdf,/cccidaho/image/473.pdf,cccidaho472,pdf,cccidaho472.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho472.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho472_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho472_th.jpg,
,Deception Creek Inspection Reports 1934-1939,,"A variety of inspection reports, correspondence, regarding those reports, and memos from 1934 through 1939 for Deception Creek CCC Camp, F-137.",1934,y,F-137,C-558; C-5701; C-1249,administrative reports; memorandums; commercial correspondence,Museum of North Idaho,Deception Creek,Kootenai County,47.7384,-116.4737,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_DeceptionCreekIR_F137,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/473,473,474.pdf,/cccidaho/image/474.pdf,cccidaho473,pdf,cccidaho473.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho473.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho473_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho473_th.jpg,
,Devil's Elbow Inspection Reports 1941,,"A variety of inspection reports and correspondence, regarding those reports, from 1941 for Devil's Elbow CCC Camp, F-154.",1941,,F-154,C-562,administrative reports; commercial correspondence,Museum of North Idaho,Coeur d'Alene National Forest,Shoshone County,47.7715,-116.032,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_DevilsElbowIR_F154,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/474,474,475.pdf,/cccidaho/image/475.pdf,cccidaho474,pdf,cccidaho474.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho474.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho474_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho474_th.jpg,
,Devil's Elbow Inspection Reports 1935,,"A variety of inspection reports and correspondence, regarding those reports, from 1935 for Devil's Elbow CCC Camp, F-154.",1935,,F-154,C-558,administrative reports; commercial correspondence,Museum of North Idaho,Coeur d'Alene National Forest,Shoshone County,47.7715,-116.032,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_DevilsElbowIR_1935_F154,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/475,475,476.pdf,/cccidaho/image/476.pdf,cccidaho475,pdf,cccidaho475.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho475.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho475_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho475_th.jpg,
,Devil's Elbow Inspection Reports 1936,,"A variety of inspection reports and correspondence, regarding those reports, from 1937 for Devil's Elbow CCC Camp, F-154.",1936,,F-154,C-558,administrative reports; commercial correspondence,Museum of North Idaho,Coeur d'Alene National Forest,Shoshone County,47.7715,-116.032,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_DevilsElbowIR_1936_F154,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/476,476,477.pdf,/cccidaho/image/477.pdf,cccidaho476,pdf,cccidaho476.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho476.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho476_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho476_th.jpg,
,Devil's Elbow Inspection Reports 1937,,"A variety of inspection reports and correspondence, regarding those reports, from 1937 for Devil's Elbow CCC Camp, F-154.",1937,,F-154,C-562,administrative reports; commercial correspondence,Museum of North Idaho,Coeur d'Alene National Forest,Shoshone County,47.7715,-116.032,Document,Idaho Civilian Conservation Corps,application/pdf,CCC_DevilsElbowIR_1937_F154,text,Museum of North Idaho,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2015-08-24,2015-08-24,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/477,477,478.pdf,/cccidaho/image/478.pdf,cccidaho477,pdf,cccidaho477.pdf,https://objects.lib.uidaho.edu/cccidaho/cccidaho477.pdf,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho477_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho477_th.jpg,
