title,photographer,description,date,date_approximate,subject (lcsh),subject,location,features,latitude,longitude,source,identifier,rights,rightsstatement,type,format,language,moscow number,fs number,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Left is daughter Margaret. The Larsens lived at Priest Creek Experimental Forest from 1913 to 1922.,"Larsen, J. A.",Left is daughter Margaret. The Larsens lived at Priest Creek Experimental Forest from 1913 to 1922.,1919,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Cottage1_Christmas_1919,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,502,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/188,188,expforsav188,image,expforsav188.jpg,https://objects.lib.uidaho.edu/expforest/expforsav188.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav188_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav188_th.jpg,
A series of snow scenes [08],"Gisborne, Harry Thomas, 1893-1949","A series of snow scenes with notes by Gisborne expressing his dissatisfaction with building design, landscaping, drainage, and lost time shoveling roofs.",1949,,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",1949GisLodge1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1180,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/189,189,expforsav189,image,expforsav189.jpg,https://objects.lib.uidaho.edu/expforest/expforsav189.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav189_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav189_th.jpg,
"Bob Marshall, Junior Forester at Priest Creek Experimental Forest",,"Bob Marshall, Junior Forester at Priest Creek Experimental Forest, 1925-28.",1927,Yes,United States--Idaho--Bonner County--Old Priest Creek Experimental Forest Office,,"Bonner County, Idaho",Old Priest Creek Experimental Forest Office,48.35111111,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",BobMarshall,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/190,190,expforsav190,image,expforsav190.jpg,https://objects.lib.uidaho.edu/expforest/expforsav190.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav190_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav190_th.jpg,
Dining room,"Larsen, J. A.",Photograph of the dining room of one of the cabins at the Priest Creek Experimental Forest Headquarters.,1920,y,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Cottage1_Diningroom,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,504,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/191,191,expforsav191,image,expforsav191.jpg,https://objects.lib.uidaho.edu/expforest/expforsav191.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav191_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav191_th.jpg,
Livingroom [03],"Larsen, J. A.",A photograph of the living room while the Larsens lived in Priest River.,1940,y,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Cottage1_Livingroom,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,505,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/192,192,expforsav192,image,expforsav192.jpg,https://objects.lib.uidaho.edu/expforest/expforsav192.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav192_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav192_th.jpg,
Livingroom [02],"Larsen, J. A.",A photograph of the living room while the Larsens lived in Priest River.,1940,y,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Cottage1_Livingroom2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,506,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/193,193,expforsav193,image,expforsav193.jpg,https://objects.lib.uidaho.edu/expforest/expforsav193.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav193_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav193_th.jpg,
Margaret with dog Shep,"Larsen, J. A.",Margaret Larsen with her dog Shep.,1950,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Cottage1_Livingroom_Margaret,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,508,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/194,194,expforsav194,image,expforsav194.jpg,https://objects.lib.uidaho.edu/expforest/expforsav194.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav194_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav194_th.jpg,
Emergency Relief crew shoveling gravel,C.L. James,Emergency Relief crew shoveling gravel from pit that supplied all the road material for building the roads around the station grounds of the Deception Creek Experimental Forest.,1935,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,"Kootenai County, Idaho",Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",BorrowPit,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1378,314113,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/195,195,expforsav195,image,expforsav195.jpg,https://objects.lib.uidaho.edu/expforest/expforsav195.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav195_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav195_th.jpg,
Livingroom [01],"Larsen, J. A.",A photograph of the living room while the Larsens lived in Priest River.,1940,y,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Cottage1_Livingroom3,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,507,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/196,196,expforsav196,image,expforsav196.jpg,https://objects.lib.uidaho.edu/expforest/expforsav196.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav196_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav196_th.jpg,
Child's bedroom [02],"Larsen, J. A.",Child's bedroom.,1920,y,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Cottage1_Margaret's_bed,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,510,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/197,197,expforsav197,image,expforsav197.jpg,https://objects.lib.uidaho.edu/expforest/expforsav197.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav197_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav197_th.jpg,
Margaret's dolls dressed in new Christmas attire,"Larsen, J.A.","Caption reads: ""Margaret's dolls dressed in new Christmas attire."" Note image of J.A. in mirror as he is taking this picture.",1930,y,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,"Bonner County, Idaho",,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Cottage1_Margaret's_Dolls,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,511,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/198,198,expforsav198,image,expforsav198.jpg,https://objects.lib.uidaho.edu/expforest/expforsav198.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav198_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav198_th.jpg,
"View of Boulder Nursery, Helena National Forest, Montana",,"D.S. Olson, first Nurseryman at Savenac Nursery, wrote in his brief history of Savenac, that the Boulder Nursery (to serve the Helena forest, along with one at Trapper Creek to serve the Bitterroot and another at Camp Crook to serve the Dakota National Forest), were established in 1908. These nurseries were maintained by a district ranger and known as ranger nurseries. Boulder and the other ranger nurseries were abandoned in 1916. Back of photo reads: ""View of Boulder Nursery, Helena National Forest, Montana.""",1911,Yes,United States--Montana--Jefferson County--Helena National Forest--Boulder Nursery,,"Jefferson County, Montana",Helena National Forest; Boulder Nursery,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Boulder01,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1010,Unk.,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/199,199,expforsav199,image,expforsav199.jpg,https://objects.lib.uidaho.edu/expforest/expforsav199.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav199_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav199_th.jpg,
