objectid,parentid,title,creator,recipient ,date,approximated_date,archival_date,description,subject,location,latitude,longitude,source,filename,identifier,type,format,format_original,findingaid,digital_collection,contributing_institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,object_transcript
cougar-dave_080,,David Lewis and six men ,,,,,undated,A line of standing men are pictured in front of a building alongside horses and dogs.,photographs; buildings; people; horses; dogs,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-014c.jpg,mg190_b1_f7_e1-014c,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-014c.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-014c_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-014c_th.jpg,
cougar-dave_081,,David Lewis in the woods,,,,,undated,"David Lewis inbetween cut trees, next to a small hut made of branches.",photographs; trees; branches; hut; refuge,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-014d.jpg,mg190_b1_f7_e1-014d,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-014d.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-014d_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-014d_th.jpg,
cougar-dave_082,,David Lewis and log cabin,,,,,undated,David Lewis standing next to the exterior corner of a log cabin. The cabin exterior is adorned with several items.,photographs; person; log cabin; antlers,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-015a.jpg,mg190_b1_f7_e1-015a,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-015a.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-015a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-015a_th.jpg,
cougar-dave_083,,David Lewis with dogs,,,,,undated,David Lewis is pictured sitting down while one dogs stands up on the man and the other scratches its face.,photographs; person; dogs,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-015b.jpg,mg190_b1_f7_e1-015b,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-015b.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-015b_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-015b_th.jpg,
cougar-dave_084,,Man and packed belongings,,,,,undated,A man stands amongst packed belongings.,photographs; items; packing,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-016a.jpg,mg190_b1_f7_e1-016a,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-016a.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-016a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-016a_th.jpg,
cougar-dave_085,," ""Answers to Public Land Questions"" newspaper clipping [01]",,,,,undated,"The first newspaper clipping titled ""Answers to Public Land Questions"".",newspapers; newspaper clippings; public land,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-016c.pdf,mg190_b1_f7_e1-016c,Text,application/pdf,newspaper clipping,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-016c.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-016c_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-016c_th.jpg,
cougar-dave_086,," ""Answers to Public Land Questions"" newspaper clipping [02]",,,,,undated,"The second newspaper clipping titled ""Answers to Public Land Questions"".",newspapers; newspaper clippings; public land,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-016d.pdf,mg190_b1_f7_e1-016d,Text,application/pdf,newspaper clipping,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-016d.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-016d_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-016d_th.jpg,
cougar-dave_087,,Man holding an mule deer head,,,,,undated,A man holds a mule deer head by its antlers.,photographs; mule deer; antlers; person,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-017a.jpg,mg190_b1_f7_e1-017a,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-017a.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-017a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-017a_th.jpg,
cougar-dave_088,,David Lewis with dogs in front of cabin,,,,,undated,A far shot of David Lewis in front of two buildings. Several dogs lay near him.,photographs; person; buildings; log cabin; rural living; dogs,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-017b.jpg,mg190_b1_f7_e1-017b,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-017b.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-017b_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-017b_th.jpg,
cougar-dave_089,,David Lewis with two men and dogs,,,,,undated,David Lewis (right) and two unindentified men stand by several dogs.,photographs; people; dogs,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-018a.jpg,mg190_b1_f7_e1-018a,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-018a.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-018a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-018a_th.jpg,
cougar-dave_090,,Man and mule,,,,,undated,A man adjusts the reins of a pack mule.,photographs; person; mule; reins,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-018b.jpg,mg190_b1_f7_e1-018b,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-018b.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-018b_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-018b_th.jpg,
cougar-dave_091,,"Man, animal skins, and dogs",,,,,undated,A man holds a dog's front paws upwards. Three animal skins hang behind him. Two more dogs are present to the right.,photographs; person; dogs; animal skins,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-020a.jpg,mg190_b1_f7_e1-020a,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-020a.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-020a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-020a_th.jpg,
cougar-dave_092,,David Lewis and dogs,,,,,undated,David Lewis sits in front of his log cabin surrounded by dogs.,photographs; log cabin; dogs,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f7_e1-020b.jpg,mg190_b1_f7_e1-020b,Image;StillImage,image/jpeg,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f7_e1-020b.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f7_e1-020b_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f7_e1-020b_th.jpg,
