objectid,parentid,title,creator,date,archival_date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
mg5792_024-006,,Mascot Mine [5],Sheldon Zadok Thayer; Vernice Thayer,,,"A man poses with two teams of dogs pulling sleds in a snowy field. A mountain range is visible in the distance. ""George Cutler"" is written on a post-it on the back of the photograph.",Canis familiaris (species); dogsleds; snow (precipitation),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-006,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-006.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-006,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-006_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-006_th.jpg
mg5792_024-007,,Mascot Mine [6],Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,"April 17, 1938","Two people and their supplies are pulled in a sled by a team of dogs. The photograph is taken from behind the sled. ""Just starting after a short rest Averill took this picture. You can see what a load we had. See snowshoes taking in supplied to mine in April. Christmas presents and magazines from Nov."" is written on the back of the photograph.",Canis familiaris (species); dogsleds; snow (precipitation); snowshoes (drags),,43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-007,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-007.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-007,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-007_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-007_th.jpg
mg5792_024-008,,Mascot Mine [7],Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,"April 17, 1938","A single-story wooden house at the base of mountains. ""4/17/1938 Mascot Mine, Sam Rutherford Author lived there."" is written on the back of the photograph.",authors; mountains (landforms); houses,"Blaine County, Idaho",43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-008,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-008.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-008,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-008_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-008_th.jpg
mg5792_024-009,,Mascot Mine [8],Sheldon Zadok Thayer; Vernice Thayer,,,"A man stands in front of a wooden building. ""Sam A. Rutherford in person Mascot Mine"" is written on the back of the photograph.",authors; houses,"Blaine County, Idaho",43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-009,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-009.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-009,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-009_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-009_th.jpg
mg5792_024-010,,Mascot Mine [9],Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,"April 17, 1938","A man and a woman stand next to each other in front of a single-story wooden building. Behind them is a sled with snowshoes strapped to it. ""The Rutherfords Mascot Mine Idaho April 17 1938"" is written on the back of the photograph.",authors; houses; mountains (landforms); snowshoes (drags); couples,"Blaine County, Idaho",43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-010,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-010.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-010,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-010_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-010_th.jpg
mg5792_024-011,,Mascot Mine [10],Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,"April 17, 1938","A close up photo of a man and a woman standing next to each other in front of a single-story house. ""Rutherfords at Mascot Mine"" is written on the back of the photograph.",authors; snowshoes (drags),"Blaine County, Idaho",43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-011,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-011.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-011,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-011_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-011_th.jpg
mg5792_024-012,,Mascot Mine [11],Sheldon Zadok Thayer; Vernice Thayer,1938-04-17,"April 17, 1938","Four people pose in front of a single-story house. A pair of skis sticks out of the snow beside them. ""Averill Thayer, Vernice Thayer, Sam & Mrs Rutherford, Mascot Mine"" is written on a post-it on the back of the photograph.",authors; houses; mountains (landforms); snow skis; couples; children (people by age group),"Blaine County, Idaho",43.88436882,-115.7685276,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_024-012,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_024-012.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_024-012,https://objects.lib.uidaho.edu/thayer/small/mg5792_024-012_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_024-012_th.jpg
mg5792_025-001,,Power line check via dog team,Sheldon Zadok Thayer; Vernice Thayer,,,"Two people with sleds and sled dogs near a telephone pole in a snowy field. ""Dog teams used in repairing line break"" is written on the back of the photo.",Canis familiaris (species); dogsleds; snow (precipitation); telephone poles,,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_025-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_025-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_025-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_025-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_025-001_th.jpg
mg5792_026-001,,Triumph Mine,Sheldon Zadok Thayer; Vernice Thayer,,,"A team of dogs pulls a person in a dogsled through deep snow. ""Sheldon & dog team going up to the Triumph mine. Our dog Pat in the lead."" is written on the back of the photograph.",Canis familiaris (species); dogsleds; snow (precipitation),"Blaine County, Idaho",43.65503699,-114.270907,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_026-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_026-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_026-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_026-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_026-001_th.jpg
mg5792_027-001,,Miscellaneous [1],Sheldon Zadok Thayer; Vernice Thayer,,Pre-1932,"Three people and a dog pose on a train track. ""Mary Thayer, Averill Thayer, Raph Gildersleeve, train track to Yaquina, pre-1932"" is written on the back of the photograph.",Canis familiaris (species); children (people by age group); tracks (transit system elements),,,,"Sheldon Z. and Vernice Thayer collection, 1938-1941, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg5792_027-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv576502,Thayer Photograph Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg5792_027-001.jpg,image,https://objects.lib.uidaho.edu/thayer/mg5792_027-001,https://objects.lib.uidaho.edu/thayer/small/mg5792_027-001_sm.jpg,https://objects.lib.uidaho.edu/thayer/thumbs/mg5792_027-001_th.jpg
