objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
ug135-scrapbook1-page67,Registration Day 01,Unknown,1973-06,Photographs capturing the registration day activities of WAMI students.,WAMI Program; University of Idaho; Registration; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page67,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_067.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_067_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_067_th.jpg"
ug135-scrapbook1-page68,"UW Medical Students Register, Visit Programs and Clinic 02",Unknown,1973-09-14,A press release detailing the registration and initial activities of University of Washington medical students at the University of Idaho for the WAMI program.,WAMI Program; University of Idaho; Press Release,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page68,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_068.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_068_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_068_th.jpg"
ug135-scrapbook1-page69,"Student Aids, Second Year for WAMI Program, Satellite Lectures",Unknown,1973,"Newspaper clippings discussing the aid plan for medical students, another on the second year of the WAMI program, and the last on UW medical school lectures.",WAMI Program; University of Idaho; Medical Education; Student Aid,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page69,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_069.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_069_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_069_th.jpg"
ug135-scrapbook1-page70,"First Day of School, MSU to Enter WAMI, and WAMI Retreat",Unknown,1973-09,"Newspaper clippings discussing the first day of medical school, another on MSU entering the WAMI program, and the last on UI and WSU presidents attending a WAMI retreat.",WAMI Program; University of Idaho; Medical Education,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page70,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_070.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_070_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_070_th.jpg"
ug135-scrapbook1-page71,Alaskans for Regional Medical Plan and WAMI Honorees,Unknown,1973,"Newspaper clippings discussing three Alaskan students signing up for the WAMI program, and another honoring 14 firms that supported the WAMI program.",WAMI Program; University of Idaho; Alaska; Corporate Support,"Fairbanks, Alaska",64.8378,-147.7164,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page71,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_071.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_071_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_071_th.jpg"
ug135-scrapbook1-page72,Quail Exhibit and Hartung Honors WAMI Student,Unknown,1973-12,Two newspaper clippings featuring Dr. Eroschenko's quail exhibit at the University of Idaho and Dr. Ernest M. Hartung awarding a WAMI student.,WAMI Program; University of Idaho; Medical Education; Exhibit; Awards,"Boise, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page72,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_072.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_072_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_072_th.jpg"
ug135-scrapbook1-page73,Business Supports WAMI,Unknown,1973-10-19,"A press release detailing the support from Idaho businesses for the WAMI program, highlighting the $200,000 escrow put into future support.",WAMI Program; University of Idaho; Press Release; Support; Idaho Businesses,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page73,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_073.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_073_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_073_th.jpg"
ug135-scrapbook1-page74,Med Training Field Centers Successful,Unknown,1973-09-20,"An article from The Pullman Herald detailing the success of medical training field centers, with Dr. Roy Schwarz's involvement.",WAMI Program; University of Idaho; Medical Training; Field Centers; Success,"Pullman, Washington",46.7297771,-117.1817377,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page74,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_074.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_074_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_074_th.jpg"
ug135-scrapbook1-page75,Registration Day 02,Unknown,1973-06,Photographs capturing the registration day activities of WAMI students.,WAMI Program; University of Idaho; Registration; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page75,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_075.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_075_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_075_th.jpg"
ug135-scrapbook1-page76,"Careers, Student Aids, Second Year for WAMI Program, Satellite Lectures",Unknown,1973,"Newspaper clippings discussing the aid plan for medical students, the second year of the WAMI program, UW medical school lectures on satellite, and WAMI students beginning careers.",WAMI Program; University of Idaho; Medical Education; Student Aid; Satellite Lectures; Careers,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page76,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_076.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_076_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_076_th.jpg"
ug135-scrapbook1-page77,WAMI Batch 1973-74 02,Unknown,1973-06,Photographs of students and group photograph of the WAMI 1973-74 cohort.,WAMI Program; University of Idaho; Group Photo; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page77,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_077.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_077_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_077_th.jpg"
