objectid,parentid,title,date,archival_date,description,relation_is_part_of,image_alt_text,subject,location,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
kooskia954,,Men leaning on vehicle in Kooskia,1944,1943-1945,Image of two men leaning on a vehicle in front of the U.S. Public Roads office at Kooskia Internment Camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of two men leaning against a vintage truck in front of a wood building. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 44, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page44_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page44_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page44_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page44_c_th.jpg
kooskia953,,Men at desk in Kooskia,1944,1943-1945,Interior shot of two men inside a building in front of a desk at Kooskia Internment Camp. Drafting and architecture materials can be seen on the desk behind them. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of two men standing in front of a desk. There is a large lamp at the center of the desk and rolls of paper behind the man on the right.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 44, item e",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page44_d.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page44_d.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page44_d_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page44_d_th.jpg
kooskia956,,"Full scrapbook page, page 45: equipment and men at camp at Kooskia",1944,1943-1945,Various photographs showing men and equipment at the camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes three black and white photographs at various angles.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 45, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page45.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page45.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page45_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page45_th.jpg
kooskia958,,Vehicle at Kooskia,1944,1943-1945,Image of Kooskia Internment Camp vehicle and buildings. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a vehicle parked in front of two buildings. The closest building on the right has a large stack of firewood.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 45, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page45_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page45_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page45_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page45_a_th.jpg
kooskia957,,Engine work in Kooskia,1944,1943-1945,Interior shot of two men working on an engine in the machine shop at the Kooskia Internment camp. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of two men working on an engine in a machine shop. Their backs are to the camera. ,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 45, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page45_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page45_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page45_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page45_b_th.jpg
kooskia959,,Hammer and anvil during metal processing at Kooskia,1944,1943-1945,Interior image of Kooskia Internment Camp man working with hammer and anvil. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of a man who is about to hit an anvil with a hammer.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 45, item d",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page45_c.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page45_c.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page45_c_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page45_c_th.jpg
kooskia961,,"Full scrapbook page, page 46: work check-in board in Kooskia",1944,1943-1945,Miscellaneous photographs that includes the work check-in board and a scenic photograph of the Lochsa River.,"A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes two black and white photographs at slanted angles.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 46, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page46.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page46.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page46_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page46_th.jpg
kooskia962,,Men in front of time board at Kooskia,1944,1943-1945,"A photograph of the work projects check-in board. This insured that all individuals out on a project were accounted for when not in camp, and could be used as a means of tracking who had not returned at days end. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white photograph of two men outside a building looking at a peg-board used for checking in for work.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 46, item b",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page46_a.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page46_a.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page46_a_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page46_a_th.jpg
kooskia960,,Long shot by Lochsa River near Kooskia,1944,1943-1945,Long shot of Kooskia Internment Camp scene beside Lochsa River. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.,"A photo from the  Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",A black and white scenic photograph of the Lochsa River. A pine tree is in the foreground on the right.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 46, item c",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page46_b.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page46_b.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page46_b_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page46_b_th.jpg
kooskia963,,"Full scrapbook page, page 47: camp in winter at Kooskia",1944,1943-1945,"Kooskia Internment Camp during the winter months, with snow covering buildings and vehicles. Photo taken from 12-3/4 x 15-1/4 Photograph album of the Kooskia Japanese Internment Camp.","A page from the Kooskia Internment Camp Scrapbook, http://www.lib.uidaho.edu/digital/kooskia",Image of a page from the scrapbook. The page is lightly tinted due to age and includes four black and white photos at various angles and accents.,"Japanese Americans; Evacuation and relocation, 1942-1945;  Kooskia (Idaho);  World War, 1939-1945; Concentration camps; Idaho; Kooskia; ","Kooskia, Idaho","PG 103, Kooskia Internment Camp Scrapbook, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 103, Box 1, page 47, item a",image;StillImage,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv838108,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pg103_box1_page47.jpg,image,https://objects.lib.uidaho.edu/kooskia/pg103_box1_page47.jpg,https://objects.lib.uidaho.edu/kooskia/small/pg103_box1_page47_sm.jpg,https://objects.lib.uidaho.edu/kooskia/thumbs/pg103_box1_page47_th.jpg
