title,description,creator,recipient,point of origin,date,date is approximate,subject,latitude,longitude,source,identifier,rights,rightsstatement,format original,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,object_transcript
NP&I 9 In The Roundhouse,"A photograph of Nez Perce & Idaho no. 9 in the enormous Nez Perce roundhouse, with the 4-spot rusting a long ways from a track. Excerpt from Ron Nixon: 'This was about the time I finished negotiations with NP President Macfarlane and Nez Perce President Lux - who by the way is the north end of a horse going south - but you'd better not mention the fact. He was as uncooperative as anyone I've ever dealt with.'","Nixon, Ron",,,1950-05-06,,freight trains; railroads (infrastructure),46.242196,-116.472788,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_011,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/178,178,412.jp2,/riegger/image/412.jp2,riegger178,image,riegger178.jpg,https://objects.lib.uidaho.edu/riegger/riegger178.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger178_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger178_th.jpg,
CP 28 Motor Car,CP 28 motorcar mounted to railroad tracks (Todd Sullivan Collection noted on back).,Will Whittaker,,,1949-08-18,,motor cars; railroads (infrastructure); automobiles,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F32_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/179,179,229.jp2,/riegger/image/229.jp2,riegger179,image,riegger179.jpg,https://objects.lib.uidaho.edu/riegger/riegger179.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger179_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger179_th.jpg,
Fir Bluff Weed Burner,A photograph of a fir bluff weed burner in the distance removing plant growth on the railroad.,"Cash, Earl",,,1905-04-13,,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_021,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/180,180,232.jp2,/riegger/image/232.jp2,riegger180,image,riegger180.jpg,https://objects.lib.uidaho.edu/riegger/riegger180.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger180_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger180_th.jpg,
Freight Train Comes Down A Hillside,"A photograph of a freight train moving down a mountainous hillside, surrounded by coniferous trees on either side. Located '3 and 1/2 miles South of Headquarters'","Butler, Alfred",,,1929-10-28,,freight trains,46.642283,-115.804161,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F12_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/181,181,421.jp2,/riegger/image/421.jp2,riegger181,image,riegger181.jpg,https://objects.lib.uidaho.edu/riegger/riegger181.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger181_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger181_th.jpg,
Rand McNally Map of Washington [2],An enlargement of the lower southeast quadrant of a Rand McNally map of Washington.,"Riegger, Hal",,United States; Washington;,,,historical maps; location maps,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_004,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/182,182,261.jp2,/riegger/image/261.jp2,riegger182,image,riegger182.jpg,https://objects.lib.uidaho.edu/riegger/riegger182.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger182_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger182_th.jpg,
Crashed Train Leaves Damages,"A photograph of the wreckage of M.P. Train 2.5 near Lapwai, costing $5500 in damages. There are several people in the photograph that appear untouched by the crash.",,,,1975-12-02,,color photographs; freight trains,46.405064,-116.805835,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_005,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/183,183,403.jp2,/riegger/image/403.jp2,riegger183,image,riegger183.jpg,https://objects.lib.uidaho.edu/riegger/riegger183.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger183_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger183_th.jpg,
Headquarters Logger Bound for Orofino,"The Headquarters Logger, bound for Orofino on the Clearwater River, heads into the woods two miles south of Jaype","Sullivan, Todd",,,1976-07-28,,freight trains; railroads (infrastructure); bridges; trees; roads,46.49359732,-115.8280472,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/184,184,48.jp2,/riegger/image/48.jp2,riegger184,image,riegger184.jpg,https://objects.lib.uidaho.edu/riegger/riegger184.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger184_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger184_th.jpg,
Men Loading Barrels,"A photograph of a group of men loading large metal barrels, along with other supplies and materials, onto a small transport train. Located '3 and 1/2 miles South of Headquarters,' according to caption.","Butler, Alfred",,,1929-01-27,yes,freight trains,46.642283,-115.804161,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F12_008,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/185,185,405.jp2,/riegger/image/405.jp2,riegger185,image,riegger185.jpg,https://objects.lib.uidaho.edu/riegger/riegger185.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger185_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger185_th.jpg,
Camas Prairie Railroad Co. Sample Timesheet,A souvenir sample copy of a Camas Prairie Railroad Company Timesheet.,Camas Prairie Railroad Company,,,1905-05-13,,railroads (infrastructure); administrative records,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F08_002,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,text,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/186,186,250.pdf,/riegger/image/250.pdf,riegger186,pdf,riegger186.pdf,https://objects.lib.uidaho.edu/riegger/riegger186.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger186_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger186_th.jpg,
Lawyers Canyon Trestle,"Lawyers Canyon Trestle between Craigmont and Ferdinand, Idaho.",Everett Watson,,,1984,,freight trains; railroads (infrastructure); trestles; trees; canyons; rivers,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F31_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/187,187,497.jp2,/riegger/image/497.jp2,riegger187,image,riegger187.jpg,https://objects.lib.uidaho.edu/riegger/riegger187.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger187_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger187_th.jpg,
Paper Copy Of Log Train Photograph,"A paper copy of a photograph of the first log train out of JP, looking south.","Anderson, J.F.","Riegger, Hal",United States; Idaho;,1927-07-17,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/188,188,257.jp2,/riegger/image/257.jp2,riegger188,image,riegger188.jpg,https://objects.lib.uidaho.edu/riegger/riegger188.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger188_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger188_th.jpg,
Lawyer Canyon Viaduct Postcard,"A postcard of the Lawyer Canyon Viaduct, which is 1,488 feet long and 287 feet high. This bridge is part of the Lewiston-Grangeville line of the Camas Prairie Railroad.","Bell, Lillian M.",,,1908,yes,freight trains,46.400485,-117.00087,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_008,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/189,189,348.jp2,/riegger/image/348.jp2,riegger189,image,riegger189.jpg,https://objects.lib.uidaho.edu/riegger/riegger189.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger189_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger189_th.jpg,
Train 858 Switches Loads at North Lapwai,Train No. 858 switching loaded log flats into the small lumber mill at North Lapwai before turning off the first subdivision at Spalding.,"Sullivan, Todd",,,1976-07-23,,freight trains; railroads (infrastructure),46.404827,-116.80532,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F28_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/190,190,224.jp2,/riegger/image/224.jp2,riegger190,image,riegger190.jpg,https://objects.lib.uidaho.edu/riegger/riegger190.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger190_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger190_th.jpg,
Letter to Herb,"In this short letter to Herb, Hal Riegger questions him about the locomotive in the background asking if knew whether this was the one that he had helped restore and move to a museum. He also asks what kind of locomotive this may be.",Winchester Museum,,,1985-03-02,,letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F33_012b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,text,text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/191,191,275.pdf,/riegger/image/275.pdf,riegger191,pdf,riegger191.pdf,https://objects.lib.uidaho.edu/riegger/riegger191.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger191_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger191_th.jpg,
Northern Pacific Train Engine 244,A photograph of Northern Pacific Train Engine 244 sitting stationary in a train yard.,"Banks, Herb",,,,,freight trains,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F09_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/192,192,341.jp2,/riegger/image/341.jp2,riegger192,image,riegger192.jpg,https://objects.lib.uidaho.edu/riegger/riegger192.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger192_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger192_th.jpg,
"Letter from Maynard Rikerd to Hal Riegger, November 10, 1984",Correspondence between Maynard Rikerd and Hal Riegger regarding history surrounding the Camas Prairie Book Project.,"Rikerd, Maynard","Riegger, Hal",United States; Idaho,1984-11-10,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_033,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/193,193,389.pdf,/riegger/image/389.pdf,riegger193,pdf,riegger193.pdf,https://objects.lib.uidaho.edu/riegger/riegger193.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger193_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger193_th.jpg,
